timestamp,book,realized_pnl_dollars,closed_trades,wins,win_rate_pct,avg_realized_pnl_pct,unrealized_pnl_dollars,open_positions,gross_exposure_dollars
2026-08-19T22:52:43.871546,legacy,-1705.68,19,4,21.05,-2.19,728.04,17,93947.96
2026-08-19T22:54:30.652932,legacy,-1705.68,19,4,21.05,-2.19,717.93,17,93937.85
2026-08-19T22:56:33.326783,legacy,-1705.68,19,4,21.05,-2.19,717.93,17,93937.85
2026-08-19T22:59:47.987493,legacy,-1705.68,19,4,21.05,-2.19,717.93,17,93937.85
2026-08-19T23:00:58.765522,legacy,-1705.68,19,4,21.05,-2.19,726.77,17,93946.69
2026-08-19T23:03:03.064326,legacy,-1705.68,19,4,21.05,-2.19,724.14,17,93944.06
2026-08-19T23:05:38.010160,legacy,-1705.68,19,4,21.05,-2.19,723.53,17,93943.45
2026-08-19T23:06:36.139923,legacy,-1705.68,19,4,21.05,-2.19,723.53,17,93943.45
2026-08-19T23:08:47.382712,legacy,-1705.68,19,4,21.05,-2.19,720.0,17,93939.92
2026-08-19T23:10:41.980388,legacy,-1705.68,19,4,21.05,-2.19,720.0,17,93939.92
2026-08-19T23:12:41.532885,legacy,-1705.68,19,4,21.05,-2.19,696.97,17,93916.89
2026-08-19T23:14:40.853208,legacy,-1705.68,19,4,21.05,-2.19,696.93,17,93916.85
2026-08-19T23:16:54.810364,legacy,-1705.68,19,4,21.05,-2.19,693.13,17,93913.05
2026-08-19T23:19:12.432988,legacy,-1705.68,19,4,21.05,-2.19,693.13,17,93913.05
2026-08-19T23:20:50.549537,legacy,-1705.68,19,4,21.05,-2.19,693.13,17,93913.05
2026-08-19T23:22:45.877770,legacy,-1705.68,19,4,21.05,-2.19,693.13,17,93913.05
2026-08-19T23:24:54.564531,legacy,-1705.68,19,4,21.05,-2.19,693.13,17,93913.05
2026-08-19T23:26:30.800245,legacy,-1705.68,19,4,21.05,-2.19,693.13,17,93913.05
2026-08-19T23:28:30.329750,legacy,-1705.68,19,4,21.05,-2.19,693.13,17,93913.05
2026-08-19T23:30:53.431366,legacy,-1705.68,19,4,21.05,-2.19,693.13,17,93913.05
2026-08-19T23:32:50.937520,legacy,-1705.68,19,4,21.05,-2.19,693.13,17,93913.05
2026-08-19T23:34:47.118074,legacy,-1705.68,19,4,21.05,-2.19,693.13,17,93913.05
2026-08-19T23:36:59.900377,legacy,-1705.68,19,4,21.05,-2.19,693.13,17,93913.05
2026-08-19T23:38:55.183480,legacy,-1705.68,19,4,21.05,-2.19,693.13,17,93913.05
2026-08-19T23:40:49.455514,legacy,-1705.68,19,4,21.05,-2.19,693.13,17,93913.05
2026-08-19T23:42:30.533432,legacy,-1705.68,19,4,21.05,-2.19,686.33,17,93906.25
2026-08-19T23:44:29.444577,legacy,-1705.68,19,4,21.05,-2.19,686.33,17,93906.25
2026-08-19T23:46:39.449249,legacy,-1705.68,19,4,21.05,-2.19,682.53,17,93902.45
2026-08-19T23:48:50.126465,legacy,-1705.68,19,4,21.05,-2.19,682.53,17,93902.45
2026-08-19T23:50:50.123165,legacy,-1705.68,19,4,21.05,-2.19,682.53,17,93902.45
2026-08-19T23:52:48.313658,legacy,-1705.68,19,4,21.05,-2.19,682.53,17,93902.45
2026-08-19T23:54:28.520682,legacy,-1705.68,19,4,21.05,-2.19,690.14,17,93910.05
2026-08-19T23:56:43.159898,legacy,-1705.68,19,4,21.05,-2.19,690.14,17,93910.05
2026-08-19T23:58:32.860440,legacy,-1705.68,19,4,21.05,-2.19,690.14,17,93910.05
2026-08-20T00:00:51.265677,legacy,-1705.68,19,4,21.05,-2.19,668.53,17,93888.45
2026-08-20T00:02:53.744990,legacy,-1705.68,19,4,21.05,-2.19,668.53,17,93888.45
2026-08-20T00:04:44.452073,legacy,-1705.68,19,4,21.05,-2.19,664.71,17,93884.62
2026-08-20T00:06:35.356413,legacy,-1705.68,19,4,21.05,-2.19,664.71,17,93884.62
2026-08-20T00:08:52.154888,legacy,-1705.68,19,4,21.05,-2.19,643.69,17,93863.61
2026-08-20T00:11:05.197856,legacy,-1705.68,19,4,21.05,-2.19,643.69,17,93863.61
2026-08-20T00:12:35.952116,legacy,-1705.68,19,4,21.05,-2.19,643.69,17,93863.61
2026-08-20T00:19:44.015331,legacy,-1705.68,19,4,21.05,-2.19,643.69,17,93863.61
2026-08-20T00:20:54.337099,legacy,-1705.68,19,4,21.05,-2.19,643.69,17,93863.61
2026-08-20T00:22:50.686234,legacy,-1705.68,19,4,21.05,-2.19,643.69,17,93863.61
2026-08-20T00:24:42.323470,legacy,-1705.68,19,4,21.05,-2.19,643.69,17,93863.61
2026-08-20T00:26:32.603462,legacy,-1705.68,19,4,21.05,-2.19,643.69,17,93863.61
2026-08-20T00:28:44.227875,legacy,-1705.68,19,4,21.05,-2.19,643.69,17,93863.61
2026-08-20T00:31:00.250629,legacy,-1705.68,19,4,21.05,-2.19,643.69,17,93863.61
2026-08-20T00:32:56.689703,legacy,-1705.68,19,4,21.05,-2.19,643.69,17,93863.61
2026-08-20T00:34:41.980585,legacy,-1705.68,19,4,21.05,-2.19,643.69,17,93863.61
2026-08-20T00:36:53.728166,legacy,-1705.68,19,4,21.05,-2.19,643.69,17,93863.61
2026-08-20T00:38:41.317965,legacy,-1705.68,19,4,21.05,-2.19,643.69,17,93863.61
2026-08-20T00:41:31.167706,legacy,-1705.68,19,4,21.05,-2.19,643.69,17,93863.61
2026-08-20T00:42:50.410508,legacy,-1705.68,19,4,21.05,-2.19,643.69,17,93863.61
2026-08-20T00:44:57.242929,legacy,-1705.68,19,4,21.05,-2.19,643.69,17,93863.61
2026-08-20T00:46:47.648177,legacy,-1705.68,19,4,21.05,-2.19,643.69,17,93863.61
2026-08-20T00:48:55.350892,legacy,-1705.68,19,4,21.05,-2.19,643.69,17,93863.61
2026-08-20T00:50:36.667635,legacy,-1705.68,19,4,21.05,-2.19,643.69,17,93863.61
2026-08-20T00:52:35.806216,legacy,-1705.68,19,4,21.05,-2.19,643.69,17,93863.61
2026-08-20T00:54:51.758599,legacy,-1705.68,19,4,21.05,-2.19,643.69,17,93863.61
2026-08-20T00:56:31.106437,legacy,-1705.68,19,4,21.05,-2.19,643.69,17,93863.61
2026-08-20T00:58:38.240464,legacy,-1705.68,19,4,21.05,-2.19,643.69,17,93863.61
2026-08-20T01:00:50.555705,legacy,-1705.68,19,4,21.05,-2.19,643.69,17,93863.61
2026-08-20T01:02:32.187328,legacy,-1705.68,19,4,21.05,-2.19,643.69,17,93863.61
2026-08-20T01:04:55.245771,legacy,-1705.68,19,4,21.05,-2.19,643.69,17,93863.61
2026-08-20T01:06:35.202959,legacy,-1705.68,19,4,21.05,-2.19,643.69,17,93863.61
2026-08-20T01:08:30.518103,legacy,-1705.68,19,4,21.05,-2.19,643.69,17,93863.61
2026-08-20T01:10:31.887350,legacy,-1705.68,19,4,21.05,-2.19,643.69,17,93863.61
2026-08-20T01:12:43.699136,legacy,-1705.68,19,4,21.05,-2.19,643.69,17,93863.61
2026-08-20T01:14:35.617315,legacy,-1705.68,19,4,21.05,-2.19,643.69,17,93863.61
2026-08-20T01:16:43.242161,legacy,-1705.68,19,4,21.05,-2.19,641.78,17,93861.7
2026-08-20T01:18:42.623786,legacy,-1705.68,19,4,21.05,-2.19,641.78,17,93861.7
2026-08-20T01:20:47.045101,legacy,-1705.68,19,4,21.05,-2.19,641.78,17,93861.7
2026-08-20T01:22:39.086445,legacy,-1705.68,19,4,21.05,-2.19,641.78,17,93861.7
2026-08-20T01:24:44.346072,legacy,-1705.68,19,4,21.05,-2.19,641.78,17,93861.7
2026-08-20T01:26:31.016115,legacy,-1705.68,19,4,21.05,-2.19,641.78,17,93861.7
2026-08-20T01:28:48.440503,legacy,-1705.68,19,4,21.05,-2.19,641.78,17,93861.7
2026-08-20T01:30:57.919234,legacy,-1705.68,19,4,21.05,-2.19,641.78,17,93861.7
2026-08-20T01:32:52.486230,legacy,-1705.68,19,4,21.05,-2.19,641.78,17,93861.7
2026-08-20T01:34:33.195169,legacy,-1705.68,19,4,21.05,-2.19,641.78,17,93861.7
2026-08-20T01:36:48.040275,legacy,-1705.68,19,4,21.05,-2.19,641.78,17,93861.7
2026-08-20T01:38:49.297203,legacy,-1705.68,19,4,21.05,-2.19,641.78,17,93861.7
2026-08-20T01:40:56.277069,legacy,-1705.68,19,4,21.05,-2.19,641.78,17,93861.7
2026-08-20T01:42:43.332682,legacy,-1705.68,19,4,21.05,-2.19,641.78,17,93861.7
2026-08-20T01:44:40.210503,legacy,-1705.68,19,4,21.05,-2.19,641.78,17,93861.7
2026-08-20T01:46:41.055080,legacy,-1705.68,19,4,21.05,-2.19,641.78,17,93861.7
2026-08-20T01:48:51.249507,legacy,-1705.68,19,4,21.05,-2.19,641.78,17,93861.7
2026-08-20T01:50:40.855567,legacy,-1705.68,19,4,21.05,-2.19,641.78,17,93861.7
2026-08-20T01:52:43.109588,legacy,-1705.68,19,4,21.05,-2.19,641.78,17,93861.7
2026-08-20T01:54:52.840047,legacy,-1705.68,19,4,21.05,-2.19,641.78,17,93861.7
2026-08-20T01:56:41.358718,legacy,-1705.68,19,4,21.05,-2.19,641.78,17,93861.7
2026-08-20T01:58:30.452004,legacy,-1705.68,19,4,21.05,-2.19,641.78,17,93861.7
2026-08-20T02:00:54.977937,legacy,-1705.68,19,4,21.05,-2.19,641.78,17,93861.7
2026-08-20T02:02:34.524055,legacy,-1705.68,19,4,21.05,-2.19,641.78,17,93861.7
2026-08-20T02:04:35.908375,legacy,-1705.68,19,4,21.05,-2.19,641.78,17,93861.7
2026-08-20T02:06:48.328616,legacy,-1705.68,19,4,21.05,-2.19,626.39,16,83976.0
2026-08-20T02:08:32.900369,legacy,-1705.68,19,4,21.05,-2.19,653.72,16,84003.34
2026-08-20T02:10:51.693645,legacy,-1705.68,19,4,21.05,-2.19,653.72,16,84003.34
2026-08-20T02:12:00.561073,legacy,-1705.68,19,4,21.05,-2.19,653.72,16,84003.34
2026-08-20T02:12:53.033792,legacy,-1705.68,19,4,21.05,-2.19,653.72,16,84003.34
2026-08-20T02:14:55.618683,legacy,-1705.68,19,4,21.05,-2.19,653.72,16,84003.34
2026-08-20T02:16:43.918067,legacy,-1705.68,19,4,21.05,-2.19,653.72,16,84003.34
2026-08-20T02:18:39.719943,legacy,-1705.68,19,4,21.05,-2.19,653.72,16,84003.34
2026-08-20T02:20:44.016721,legacy,-1705.68,19,4,21.05,-2.19,653.72,16,84003.34
2026-08-20T02:22:53.690564,legacy,-1705.68,19,4,21.05,-2.19,653.72,16,84003.34
2026-08-20T02:24:32.022808,legacy,-1705.68,19,4,21.05,-2.19,653.72,16,84003.34
2026-08-20T02:26:33.139240,legacy,-1705.68,19,4,21.05,-2.19,653.72,16,84003.34
2026-08-20T02:28:33.178866,legacy,-1705.68,19,4,21.05,-2.19,653.72,16,84003.34
2026-08-20T02:30:42.297179,legacy,-1705.68,19,4,21.05,-2.19,653.72,16,84003.34
2026-08-20T02:32:44.576346,legacy,-1705.68,19,4,21.05,-2.19,653.72,16,84003.34
2026-08-20T02:34:44.000395,legacy,-1705.68,19,4,21.05,-2.19,653.72,16,84003.34
2026-08-20T02:36:53.674410,legacy,-1705.68,19,4,21.05,-2.19,653.72,16,84003.34
2026-08-20T02:38:52.778199,legacy,-1705.68,19,4,21.05,-2.19,653.72,16,84003.34
2026-08-20T02:40:45.106938,legacy,-1705.68,19,4,21.05,-2.19,653.72,16,84003.34
2026-08-20T02:42:52.408426,legacy,-1705.68,19,4,21.05,-2.19,653.72,16,84003.34
2026-08-20T02:44:40.839895,legacy,-1705.68,19,4,21.05,-2.19,653.72,16,84003.34
2026-08-20T02:46:57.947832,legacy,-1705.68,19,4,21.05,-2.19,653.72,16,84003.34
2026-08-20T02:48:52.932860,legacy,-1705.68,19,4,21.05,-2.19,653.72,16,84003.34
2026-08-20T02:50:34.321038,legacy,-1705.68,19,4,21.05,-2.19,653.72,16,84003.34
2026-08-20T02:52:47.833721,legacy,-1705.68,19,4,21.05,-2.19,653.72,16,84003.34
2026-08-20T02:54:43.906336,legacy,-1705.68,19,4,21.05,-2.19,653.72,16,84003.34
2026-08-20T02:56:45.263393,legacy,-1705.68,19,4,21.05,-2.19,653.72,16,84003.34
2026-08-20T02:58:45.088602,legacy,-1705.68,19,4,21.05,-2.19,653.72,16,84003.34
2026-08-20T03:00:48.081713,legacy,-1705.68,19,4,21.05,-2.19,653.72,16,84003.34
2026-08-20T03:02:38.230965,legacy,-1705.68,19,4,21.05,-2.19,653.72,16,84003.34
2026-08-20T03:04:43.336622,legacy,-1705.68,19,4,21.05,-2.19,653.72,16,84003.34
2026-08-20T03:06:47.028780,legacy,-1705.68,19,4,21.05,-2.19,653.72,16,84003.34
2026-08-20T03:08:32.111492,legacy,-1705.68,19,4,21.05,-2.19,653.72,16,84003.34
2026-08-20T03:10:34.337085,legacy,-1705.68,19,4,21.05,-2.19,653.72,16,84003.34
2026-08-20T03:12:31.389427,legacy,-1705.68,19,4,21.05,-2.19,653.72,16,84003.34
2026-08-20T03:14:55.377793,legacy,-1705.68,19,4,21.05,-2.19,653.72,16,84003.34
2026-08-20T03:16:40.228280,legacy,-1705.68,19,4,21.05,-2.19,653.72,16,84003.34
2026-08-20T03:18:30.394666,legacy,-1705.68,19,4,21.05,-2.19,653.72,16,84003.34
2026-08-20T03:20:50.127176,legacy,-1705.68,19,4,21.05,-2.19,653.72,16,84003.34
2026-08-20T03:22:32.669146,legacy,-1705.68,19,4,21.05,-2.19,653.72,16,84003.34
2026-08-20T03:24:41.866726,legacy,-1705.68,19,4,21.05,-2.19,677.61,16,84027.22
2026-08-20T03:26:31.481185,legacy,-1705.68,19,4,21.05,-2.19,677.61,16,84027.22
2026-08-20T03:28:44.009848,legacy,-1705.68,19,4,21.05,-2.19,677.61,16,84027.22
2026-08-20T03:30:36.247158,legacy,-1705.68,19,4,21.05,-2.19,677.61,16,84027.22
2026-08-20T03:32:42.115268,legacy,-1705.68,19,4,21.05,-2.19,677.61,16,84027.22
2026-08-20T03:34:44.277074,legacy,-1705.68,19,4,21.05,-2.19,677.61,16,84027.22
2026-08-20T03:36:54.455309,legacy,-1705.68,19,4,21.05,-2.19,677.61,16,84027.22
2026-08-20T03:39:17.757443,legacy,-1705.68,19,4,21.05,-2.19,677.61,16,84027.22
2026-08-20T03:40:46.266162,legacy,-1705.68,19,4,21.05,-2.19,677.61,16,84027.22
2026-08-20T03:42:42.973298,legacy,-1705.68,19,4,21.05,-2.19,677.61,16,84027.22
2026-08-20T03:44:43.703730,legacy,-1705.68,19,4,21.05,-2.19,677.61,16,84027.22
2026-08-20T03:46:29.310431,legacy,-1705.68,19,4,21.05,-2.19,677.61,16,84027.22
2026-08-20T03:48:43.893835,legacy,-1705.68,19,4,21.05,-2.19,680.47,16,84030.09
2026-08-20T03:50:50.330741,legacy,-1705.68,19,4,21.05,-2.19,680.47,16,84030.09
2026-08-20T03:52:31.607224,legacy,-1705.68,19,4,21.05,-2.19,680.47,16,84030.09
2026-08-20T03:54:29.929175,legacy,-1705.68,19,4,21.05,-2.19,680.47,16,84030.09
2026-08-20T03:56:44.601097,legacy,-1705.68,19,4,21.05,-2.19,680.47,16,84030.09
2026-08-20T03:58:30.499206,legacy,-1705.68,19,4,21.05,-2.19,672.87,16,84022.48
2026-08-20T04:00:55.957239,legacy,-1705.68,19,4,21.05,-2.19,672.87,16,84022.48
2026-08-20T04:02:36.307289,legacy,-1705.68,19,4,21.05,-2.19,672.87,16,84022.48
2026-08-20T04:04:36.265732,legacy,-1705.68,19,4,21.05,-2.19,672.87,16,84022.48
2026-08-20T04:06:54.288935,legacy,-1705.68,19,4,21.05,-2.19,672.87,16,84022.48
2026-08-20T04:08:47.914203,legacy,-1705.68,19,4,21.05,-2.19,672.87,16,84022.48
2026-08-20T04:10:55.976983,legacy,-1705.68,19,4,21.05,-2.19,672.87,16,84022.48
2026-08-20T04:12:53.670965,legacy,-1705.68,19,4,21.05,-2.19,672.87,16,84022.48
2026-08-20T04:14:52.777338,legacy,-1705.68,19,4,21.05,-2.19,672.87,16,84022.48
2026-08-20T04:16:40.856092,legacy,-1705.68,19,4,21.05,-2.19,672.87,16,84022.48
2026-08-20T04:18:47.621696,legacy,-1705.68,19,4,21.05,-2.19,672.87,16,84022.48
2026-08-20T04:20:56.956885,legacy,-1705.68,19,4,21.05,-2.19,672.87,16,84022.48
2026-08-20T04:22:38.903490,legacy,-1705.68,19,4,21.05,-2.19,672.87,16,84022.48
2026-08-20T04:24:46.828411,legacy,-1705.68,19,4,21.05,-2.19,672.87,16,84022.48
2026-08-20T04:26:42.376467,legacy,-1705.68,19,4,21.05,-2.19,672.87,16,84022.48
2026-08-20T04:27:34.739520,legacy,-1705.68,19,4,21.05,-2.19,672.87,16,84022.48
2026-08-20T04:28:41.277485,legacy,-1705.68,19,4,21.05,-2.19,672.87,16,84022.48
2026-08-20T04:30:39.445573,legacy,-1705.68,19,4,21.05,-2.19,672.87,16,84022.48
